STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 12:00,18,C,28,C,10125,C,10203,C,10166,C,209,C,204,C,226,C,197,C,164,C,390,C,559,C,482,C,640,C,579,C,700,C,640,C,640,C,7,C,557,C,6,C,349,C,116,C,5,C,249,C,102,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 13:00,16,C,26,C,10120,C,10197,C,10161,C,229,C,204,C,254,C,180,C,133,C,399,C,559,C,486,C,640,C,579,C,700,C,639,C,639,C,7,C,564,C,6,C,370,C,128,C,4,C,250,C,116,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 14:00,13,C,28,C,10116,C,10193,C,10156,C,235,C,215,C,226,C,154,C,170,C,410,C,559,C,489,C,636,C,579,C,700,C,636,C,636,C,7,C,642,C,6,C,285,C,139,C,0,C,253,C,127,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 15:00,11,C,32,C,10112,C,10188,C,10152,C,253,C,239,C,192,C,159,C,157,C,421,C,559,C,492,C,629,C,579,C,691,C,629,C,629,C,7,C,650,C,6,C,296,C,142,C,2,C,253,C,131,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 16:00,8,C,39,C,10110,C,10185,C,10149,C,206,C,238,C,199,C,185,C,171,C,410,C,550,C,492,C,619,C,570,C,669,C,619,C,618,C,7,C,690,C,6,C,244,C,140,C,0,C,255,C,130,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 17:00,5,C,48,C,10106,C,10184,C,10148,C,218,C,224,C,184,C,196,C,178,C,410,C,550,C,490,C,607,C,559,C,660,C,607,C,607,C,7,C,675,C,6,C,261,C,133,C,2,C,257,C,122,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 18:00,3,C,62,C,10107,C,10184,C,10149,C,232,C,218,C,185,C,207,C,158,C,421,C,550,C,491,C,591,C,550,C,630,C,591,C,591,C,7,C,644,C,6,C,262,C,118,C,0,C,256,C,106,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 19:00,2,C,70,C,10108,C,10188,C,10151,C,247,C,238,C,187,C,167,C,160,C,421,C,550,C,490,C,582,C,540,C,621,C,582,C,582,C,7,C,624,C,6,C,251,C,100,C,11,C,258,C,88,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 20:00,2,C,72,C,10113,C,10193,C,10155,C,179,C,304,C,179,C,203,C,136,C,410,C,550,C,489,C,580,C,540,C,621,C,580,C,580,C,7,C,453,C,6,C,328,C,89,C,23,C,257,C,70,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 21:00,2,C,74,C,10118,C,10195,C,10159,C,194,C,330,C,138,C,192,C,145,C,410,C,550,C,488,C,578,C,540,C,621,C,578,C,578,C,7,C,374,C,6,C,280,C,77,C,67,C,256,C,51,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 22:00,2,C,76,C,10120,C,10197,C,10161,C,171,C,380,C,141,C,206,C,102,C,390,C,550,C,485,C,576,C,540,C,621,C,576,C,575,C,7,C,308,C,6,C,242,C,70,C,68,C,254,C,36,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100327 23:00,1,C,80,C,10119,C,10198,C,10161,C,188,C,369,C,149,C,201,C,93,C,390,C,550,C,485,C,571,C,536,C,610,C,571,C,570,C,6,C,242,C,7,C,202,C,63,C,74,C,248,C,21,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 00:00,1,C,86,C,10119,C,10198,C,10160,C,151,C,360,C,160,C,225,C,104,C,390,C,550,C,484,C,565,C,531,C,601,C,565,C,564,C,7,C,225,C,3,C,214,C,60,C,83,C,253,C,8,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 01:00,1,C,91,C,10119,C,10196,C,10159,C,188,C,362,C,159,C,221,C,69,C,390,C,550,C,483,C,560,C,520,C,590,C,560,C,559,C,3,C,244,C,7,C,154,C,56,C,99,C,96,C,2,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 02:00,9999, ,97,C,10116,C,10195,C,10157,C,176,C,338,C,149,C,252,C,86,C,370,C,550,C,479,C,553,C,511,C,590,C,553,C,552,C,3,C,286,C,7,C,130,C,53,C,132,C,77,C,9,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 03:00,9999, ,102,C,10112,C,10193,C,10154,C,130,C,348,C,130,C,292,C,99,C,360,C,540,C,475,C,548,C,511,C,590,C,548,C,546,C,3,C,284,C,2,C,142,C,53,C,110,C,49,C,10,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 04:00,9999, ,107,C,10111,C,10193,C,10153,C,153,C,319,C,164,C,278,C,86,C,360,C,540,C,471,C,543,C,500,C,579,C,543,C,540,C,3,C,295,C,2,C,180,C,52,C,129,C,48,C,13,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 05:00,9999, ,111,C,10113,C,10195,C,10155,C,176,C,275,C,174,C,278,C,97,C,360,C,540,C,468,C,539,C,500,C,579,C,539,C,536,C,3,C,287,C,2,C,163,C,50,C,169,C,57,C,15,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 06:00,9999, ,112,C,10115,C,10197,C,10158,C,173,C,189,C,176,C,304,C,158,C,356,C,540,C,465,C,538,C,489,C,579,C,538,C,534,C,3,C,343,C,2,C,169,C,53,C,125,C,57,C,17,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 07:00,1,C,95,C,10118,C,10203,C,10163,C,217,C,185,C,169,C,291,C,138,C,360,C,540,C,470,C,555,C,511,C,601,C,555,C,553,C,3,C,355,C,2,C,137,C,58,C,104,C,66,C,18,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 08:00,3,C,70,C,10123,C,10208,C,10167,C,195,C,204,C,161,C,296,C,143,C,356,C,550,C,473,C,583,C,540,C,630,C,583,C,582,C,3,C,336,C,7,C,133,C,62,C,81,C,85,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 09:00,8,C,49,C,10126,C,10209,C,10169,C,244,C,193,C,170,C,256,C,137,C,356,C,550,C,470,C,609,C,559,C,669,C,609,C,609,C,3,C,220,C,7,C,185,C,63,C,119,C,188,C,7,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 10:00,15,C,37,C,10127,C,10209,C,10170,C,235,C,194,C,191,C,256,C,124,C,351,C,550,C,471,C,628,C,570,C,700,C,628,C,628,C,7,C,373,C,6,C,189,C,76,C,78,C,243,C,38,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 11:00,18,C,31,C,10127,C,10208,C,10169,C,241,C,225,C,167,C,218,C,149,C,370,C,559,C,479,C,636,C,572,C,711,C,636,C,636,C,7,C,465,C,6,C,343,C,99,C,16,C,248,C,78,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 12:00,17,C,27,C,10124,C,10202,C,10165,C,213,C,213,C,219,C,197,C,159,C,390,C,559,C,483,C,640,C,590,C,700,C,640,C,640,C,7,C,540,C,6,C,359,C,116,C,5,C,249,C,101,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 13:00,15,C,26,C,10120,C,10196,C,10160,C,222,C,202,C,263,C,182,C,130,C,399,C,559,C,487,C,640,C,590,C,698,C,640,C,640,C,7,C,556,C,6,C,369,C,129,C,4,C,250,C,116,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 14:00,13,C,27,C,10115,C,10191,C,10155,C,235,C,217,C,226,C,154,C,168,C,410,C,559,C,489,C,636,C,590,C,691,C,636,C,636,C,7,C,630,C,6,C,295,C,139,C,0,C,253,C,127,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 15:00,10,C,31,C,10112,C,10187,C,10152,C,264,C,246,C,190,C,152,C,148,C,421,C,559,C,492,C,629,C,579,C,680,C,629,C,629,C,7,C,649,C,6,C,297,C,142,C,2,C,253,C,132,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 16:00,7,C,39,C,10110,C,10184,C,10149,C,205,C,247,C,203,C,182,C,164,C,410,C,550,C,493,C,619,C,570,C,669,C,619,C,618,C,7,C,673,C,6,C,262,C,141,C,0,C,255,C,131,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 17:00,5,C,48,C,10106,C,10182,C,10148,C,218,C,236,C,187,C,191,C,169,C,410,C,550,C,490,C,607,C,559,C,660,C,607,C,607,C,7,C,658,C,6,C,281,C,133,C,4,C,256,C,122,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 18:00,3,C,62,C,10107,C,10184,C,10149,C,229,C,227,C,183,C,205,C,156,C,421,C,550,C,491,C,591,C,550,C,630,C,591,C,591,C,7,C,637,C,6,C,270,C,119,C,0,C,256,C,107,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 19:00,2,C,70,C,10108,C,10187,C,10151,C,245,C,238,C,198,C,163,C,156,C,410,C,550,C,489,C,583,C,550,C,621,C,583,C,582,C,7,C,618,C,6,C,256,C,100,C,11,C,258,C,88,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 20:00,2,C,72,C,10113,C,10192,C,10155,C,181,C,308,C,181,C,196,C,134,C,410,C,550,C,490,C,580,C,540,C,621,C,580,C,580,C,7,C,457,C,6,C,320,C,89,C,25,C,257,C,70,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 21:00,2,C,74,C,10118,C,10195,C,10159,C,188,C,333,C,147,C,190,C,143,C,410,C,550,C,489,C,578,C,540,C,621,C,578,C,577,C,7,C,370,C,6,C,280,C,77,C,67,C,255,C,51,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 22:00,2,C,77,C,10120,C,10197,C,10160,C,173,C,385,C,147,C,196,C,99,C,390,C,550,C,485,C,575,C,540,C,621,C,575,C,575,C,7,C,315,C,6,C,233,C,70,C,63,C,253,C,36,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100328 23:00,1,C,80,C,10119,C,10197,C,10160,C,190,C,372,C,156,C,192,C,90,C,390,C,550,C,485,C,571,C,536,C,610,C,571,C,570,C,6,C,237,C,7,C,207,C,64,C,64,C,247,C,20,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 00:00,1,C,86,C,10119,C,10197,C,10160,C,160,C,364,C,157,C,213,C,106,C,390,C,550,C,484,C,565,C,531,C,601,C,565,C,564,C,3,C,220,C,7,C,209,C,59,C,83,C,243,C,5,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 01:00,1,C,92,C,10119,C,10195,C,10159,C,194,C,362,C,158,C,217,C,69,C,390,C,550,C,483,C,559,C,520,C,590,C,559,C,559,C,3,C,244,C,7,C,146,C,55,C,103,C,95,C,3,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 02:00,1,C,97,C,10116,C,10192,C,10156,C,171,C,342,C,144,C,261,C,83,C,370,C,550,C,480,C,554,C,511,C,590,C,554,C,553,C,3,C,294,C,7,C,122,C,53,C,129,C,82,C,10,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 03:00,9999, ,102,C,10112,C,10192,C,10153,C,135,C,343,C,128,C,298,C,96,C,360,C,540,C,476,C,548,C,511,C,590,C,548,C,546,C,3,C,281,C,2,C,144,C,53,C,109,C,56,C,10,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 04:00,9999, ,107,C,10111,C,10193,C,10153,C,150,C,311,C,164,C,286,C,90,C,360,C,540,C,472,C,543,C,500,C,579,C,543,C,540,C,3,C,295,C,2,C,190,C,52,C,123,C,53,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 05:00,9999, ,111,C,10113,C,10194,C,10154,C,155,C,282,C,169,C,288,C,106,C,360,C,540,C,468,C,540,C,500,C,579,C,540,C,537,C,3,C,301,C,2,C,165,C,51,C,150,C,62,C,16,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 06:00,9999, ,112,C,10115,C,10197,C,10158,C,164,C,194,C,176,C,304,C,162,C,356,C,540,C,465,C,539,C,489,C,579,C,539,C,535,C,3,C,355,C,2,C,164,C,53,C,117,C,62,C,18,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 07:00,1,C,94,C,10118,C,10203,C,10163,C,216,C,189,C,169,C,286,C,140,C,360,C,540,C,470,C,557,C,518,C,601,C,557,C,555,C,3,C,376,C,2,C,145,C,59,C,91,C,70,C,20,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 08:00,3,C,69,C,10122,C,10206,C,10166,C,195,C,209,C,161,C,296,C,139,C,356,C,550,C,474,C,584,C,540,C,640,C,584,C,584,C,3,C,341,C,7,C,131,C,63,C,71,C,87,C,15,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 09:00,9,C,48,C,10126,C,10208,C,10169,C,247,C,198,C,162,C,261,C,133,C,356,C,550,C,470,C,611,C,559,C,680,C,611,C,611,C,3,C,221,C,4,C,180,C,64,C,109,C,174,C,7,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 10:00,16,C,37,C,10127,C,10209,C,10170,C,247,C,203,C,173,C,251,C,127,C,360,C,550,C,471,C,630,C,570,C,711,C,630,C,630,C,7,C,360,C,6,C,198,C,76,C,69,C,242,C,37,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 11:00,19,C,31,C,10127,C,10207,C,10168,C,247,C,234,C,154,C,216,C,149,C,370,C,559,C,480,C,638,C,579,C,716,C,638,C,638,C,7,C,459,C,6,C,340,C,99,C,11,C,247,C,77,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 12:00,18,C,27,C,10124,C,10202,C,10165,C,217,C,228,C,197,C,195,C,163,C,390,C,559,C,483,C,641,C,590,C,700,C,641,C,641,C,7,C,533,C,6,C,361,C,116,C,5,C,249,C,101,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 13:00,16,C,25,C,10120,C,10195,C,10160,C,226,C,213,C,240,C,177,C,143,C,399,C,559,C,487,C,641,C,590,C,700,C,641,C,641,C,7,C,548,C,6,C,373,C,128,C,4,C,250,C,115,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 14:00,14,C,27,C,10116,C,10190,C,10155,C,244,C,221,C,213,C,150,C,172,C,399,C,559,C,488,C,637,C,590,C,691,C,637,C,637,C,7,C,616,C,6,C,304,C,139,C,0,C,252,C,126,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 15:00,11,C,31,C,10113,C,10186,C,10151,C,273,C,244,C,179,C,150,C,154,C,410,C,559,C,491,C,630,C,579,C,687,C,630,C,630,C,7,C,654,C,6,C,286,C,142,C,2,C,253,C,131,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 16:00,8,C,39,C,10111,C,10184,C,10148,C,201,C,255,C,194,C,181,C,169,C,410,C,550,C,492,C,620,C,570,C,669,C,620,C,620,C,7,C,674,C,6,C,254,C,141,C,0,C,255,C,130,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 17:00,6,C,48,C,10106,C,10182,C,10147,C,216,C,236,C,184,C,193,C,171,C,410,C,550,C,489,C,608,C,559,C,660,C,608,C,608,C,7,C,651,C,6,C,281,C,133,C,4,C,256,C,122,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 18:00,4,C,62,C,10106,C,10183,C,10148,C,228,C,230,C,181,C,210,C,152,C,421,C,550,C,490,C,592,C,550,C,630,C,592,C,592,C,7,C,639,C,6,C,266,C,119,C,0,C,256,C,107,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 19:00,3,C,70,C,10108,C,10186,C,10150,C,245,C,238,C,196,C,165,C,156,C,410,C,550,C,489,C,583,C,550,C,626,C,583,C,583,C,7,C,599,C,6,C,261,C,99,C,11,C,258,C,87,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 20:00,2,C,71,C,10113,C,10192,C,10154,C,183,C,313,C,172,C,196,C,136,C,410,C,550,C,488,C,581,C,540,C,621,C,581,C,581,C,7,C,451,C,6,C,309,C,88,C,25,C,258,C,69,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 21:00,2,C,74,C,10118,C,10195,C,10159,C,199,C,328,C,147,C,183,C,143,C,399,C,550,C,487,C,579,C,540,C,621,C,579,C,579,C,7,C,366,C,6,C,267,C,77,C,67,C,255,C,49,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 22:00,2,C,76,C,10120,C,10196,C,10160,C,173,C,376,C,145,C,196,C,111,C,379,C,550,C,483,C,577,C,540,C,621,C,577,C,576,C,7,C,304,C,6,C,229,C,69,C,64,C,254,C,35,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100329 23:00,2,C,80,C,10119,C,10196,C,10160,C,176,C,367,C,155,C,207,C,95,C,379,C,550,C,483,C,572,C,536,C,610,C,572,C,572,C,6,C,242,C,7,C,205,C,64,C,63,C,247,C,20,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 00:00,1,C,85,C,10119,C,10196,C,10159,C,162,C,360,C,146,C,223,C,108,C,379,C,550,C,482,C,566,C,531,C,608,C,566,C,565,C,3,C,216,C,7,C,201,C,60,C,72,C,246,C,5,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 01:00,1,C,90,C,10119,C,10194,C,10158,C,196,C,355,C,154,C,228,C,67,C,379,C,550,C,481,C,561,C,520,C,601,C,561,C,560,C,3,C,243,C,7,C,146,C,54,C,108,C,90,C,3,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 02:00,1,C,96,C,10116,C,10192,C,10156,C,178,C,342,C,142,C,264,C,74,C,370,C,550,C,479,C,555,C,511,C,590,C,555,C,554,C,3,C,278,C,7,C,117,C,52,C,144,C,79,C,10,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 03:00,9999, ,101,C,10112,C,10189,C,10153,C,141,C,343,C,123,C,298,C,94,C,360,C,540,C,475,C,549,C,511,C,590,C,549,C,547,C,3,C,272,C,2,C,155,C,53,C,107,C,54,C,11,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 04:00,9999, ,106,C,10111,C,10191,C,10152,C,155,C,319,C,153,C,285,C,88,C,360,C,540,C,470,C,545,C,500,C,579,C,545,C,542,C,3,C,291,C,2,C,189,C,52,C,127,C,52,C,14,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 05:00,1,C,110,C,10113,C,10192,C,10154,C,158,C,279,C,171,C,288,C,104,C,356,C,540,C,466,C,541,C,500,C,579,C,541,C,538,C,3,C,305,C,2,C,167,C,52,C,133,C,60,C,16,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 06:00,9999, ,110,C,10116,C,10197,C,10157,C,169,C,198,C,169,C,304,C,160,C,356,C,540,C,464,C,540,C,500,C,579,C,540,C,536,C,3,C,349,C,2,C,170,C,53,C,115,C,61,C,19,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 07:00,1,C,93,C,10118,C,10202,C,10162,C,223,C,196,C,160,C,288,C,133,C,351,C,540,C,469,C,558,C,520,C,601,C,558,C,557,C,3,C,381,C,2,C,144,C,59,C,88,C,68,C,20,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 08:00,4,C,68,C,10123,C,10204,C,10165,C,204,C,215,C,148,C,300,C,134,C,356,C,550,C,473,C,586,C,540,C,640,C,586,C,585,C,3,C,337,C,7,C,137,C,63,C,68,C,86,C,16,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 09:00,10,C,48,C,10126,C,10207,C,10168,C,258,C,202,C,148,C,265,C,128,C,351,C,550,C,469,C,612,C,559,C,680,C,612,C,612,C,3,C,214,C,4,C,183,C,65,C,99,C,172,C,7,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 10:00,18,C,36,C,10127,C,10209,C,10169,C,255,C,207,C,163,C,248,C,126,C,351,C,550,C,470,C,631,C,570,C,711,C,631,C,631,C,7,C,348,C,6,C,213,C,77,C,61,C,242,C,36,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 11:00,20,C,31,C,10127,C,10207,C,10168,C,241,C,236,C,145,C,223,C,156,C,370,C,559,C,479,C,639,C,579,C,720,C,639,C,639,C,7,C,440,C,6,C,352,C,99,C,11,C,246,C,77,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 12:00,20,C,26,C,10124,C,10201,C,10164,C,219,C,228,C,183,C,204,C,166,C,390,C,559,C,483,C,643,C,590,C,711,C,643,C,643,C,7,C,518,C,6,C,375,C,116,C,7,C,248,C,101,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 13:00,18,C,25,C,10120,C,10195,C,10159,C,235,C,211,C,233,C,177,C,143,C,399,C,559,C,487,C,643,C,590,C,711,C,643,C,643,C,7,C,543,C,6,C,380,C,129,C,4,C,249,C,115,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 14:00,15,C,27,C,10117,C,10190,C,10155,C,253,C,215,C,221,C,145,C,166,C,399,C,559,C,487,C,638,C,590,C,700,C,638,C,638,C,7,C,611,C,6,C,309,C,140,C,0,C,252,C,127,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 15:00,12,C,31,C,10113,C,10185,C,10151,C,280,C,235,C,188,C,148,C,150,C,410,C,559,C,491,C,631,C,579,C,691,C,631,C,631,C,7,C,651,C,6,C,291,C,143,C,2,C,253,C,132,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 16:00,9,C,38,C,10111,C,10183,C,10148,C,217,C,245,C,206,C,173,C,159,C,410,C,550,C,491,C,621,C,570,C,669,C,621,C,621,C,7,C,659,C,6,C,277,C,142,C,0,C,254,C,131,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 17:00,7,C,47,C,10106,C,10181,C,10147,C,213,C,231,C,193,C,191,C,171,C,410,C,550,C,489,C,609,C,559,C,660,C,609,C,609,C,7,C,648,C,6,C,291,C,133,C,4,C,256,C,123,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 18:00,4,C,61,C,10107,C,10182,C,10148,C,225,C,232,C,185,C,203,C,156,C,421,C,550,C,490,C,593,C,550,C,630,C,593,C,593,C,7,C,640,C,6,C,275,C,119,C,0,C,256,C,108,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 19:00,3,C,69,C,10108,C,10185,C,10150,C,249,C,238,C,207,C,158,C,147,C,410,C,550,C,489,C,585,C,550,C,630,C,585,C,584,C,7,C,581,C,6,C,283,C,100,C,11,C,258,C,88,C
GHCND:USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,29.6,33.938,-118.3888,20100330 20:00,3,C,71,C,10114,C,10190,C,10154,C,201,C,317,C,165,C,188,C,129,C,410,C,550,C,489,C,582,C,540,C,626,C,582,C,582,C,7,C,450,C,6,C,315,C,89,C,25,C,258,C,70,C
